land_size_acres,crop_type,irrigation_type,soil_type,region,past_fertilizer_usage,recommended_nutrient_dose,max_allowed_qty
4.57,Cotton,Rainfed,Loam,South,131.33,40,172.56
1.89,Maize,Borewell,Sandy,East,57.18,30,57.09
1.48,Maize,Borewell,Sandy,North,34.73,30,42.06
2.76,Cotton,Borewell,Loam,North,92.25,40,120.28
2.59,Paddy,Borewell,Clay,North,94.46,50,135.44
1.98,Cotton,Borewell,Sandy,South,81.32,40,75.71
3.07,Paddy,Rainfed,Loam,East,166.71,50,166.64
1.68,Paddy,Rainfed,Loam,North,72.86,50,83.4
4.67,Maize,Rainfed,Sandy,North,161.21,30,128.61
1.09,Cotton,Rainfed,Sandy,West,41.32,40,40.17
2.06,Cotton,Borewell,Sandy,North,63.79,40,84.64
4.77,Paddy,Rainfed,Clay,North,285.81,50,232.55
3.2,Maize,Borewell,Clay,North,108.3,30,88.66
3.6,Cotton,Borewell,Clay,South,130.24,40,135.54
2.31,Maize,Borewell,Clay,South,51.14,30,72.01
1.64,Paddy,Borewell,Clay,East,70.17,50,75.79
4.39,Maize,Rainfed,Sandy,West,124.68,30,133.6
3.06,Paddy,Rainfed,Loam,North,138.5,50,143.59
3.85,Cotton,Rainfed,Sandy,North,117.58,40,141.8
3.7,Paddy,Borewell,Sandy,North,148.82,50,177.85
2.64,Paddy,Borewell,Sandy,West,122.06,50,137.51
3.31,Paddy,Rainfed,Sandy,North,169.17,50,172.59
1.82,Cotton,Rainfed,Sandy,South,62.69,40,71.9
1.88,Maize,Borewell,Clay,North,67.26,30,59.94
1.24,Cotton,Rainfed,Loam,East,34.86,40,45.06
1.6,Cotton,Rainfed,Clay,South,48.46,40,64.43
4.36,Cotton,Rainfed,Loam,South,186.32,40,164.48
2.3,Maize,Rainfed,Loam,North,65.82,30,73.28
4.28,Cotton,Rainfed,Loam,North,197.71,40,171.52
3.62,Maize,Rainfed,Clay,South,82.09,30,110.02
1.62,Paddy,Borewell,Loam,North,74.18,50,83.17
1.66,Cotton,Borewell,Clay,East,48.21,40,59.9
0.6,Cotton,Borewell,Sandy,East,16.9,40,22.13
1.58,Maize,Rainfed,Clay,South,38.42,30,52.01
1.88,Cotton,Rainfed,Clay,North,57.43,40,75.89
4.36,Maize,Borewell,Clay,South,135.91,30,125.47
3.03,Maize,Borewell,Loam,West,96.12,30,95.05
3.5,Cotton,Rainfed,Loam,West,158.96,40,150.36
3.11,Cotton,Borewell,Loam,West,113.82,40,127.92
4.18,Cotton,Rainfed,Sandy,South,117.51,40,183.65
1.32,Paddy,Borewell,Clay,North,61.72,50,70.91
1.51,Cotton,Borewell,Clay,East,56.68,40,55.96
2.28,Paddy,Rainfed,Loam,West,89.9,50,110.89
2.18,Cotton,Borewell,Clay,North,104.34,40,95.83
1.02,Maize,Borewell,Sandy,South,32.53,30,27.86
0.64,Maize,Rainfed,Clay,East,14.45,30,20.99
4.73,Maize,Borewell,Loam,North,113.09,30,132.3
1.58,Paddy,Rainfed,Clay,East,75.66,50,80.1
1.5,Maize,Borewell,Clay,North,48.52,30,43.29
4.65,Maize,Borewell,Clay,North,143.46,30,137.72
4.05,Paddy,Borewell,Loam,East,224.56,50,194.01
2.03,Maize,Borewell,Sandy,West,71.13,30,56.82
0.69,Paddy,Borewell,Clay,North,31.98,50,36.58
3.97,Maize,Rainfed,Clay,North,138.13,30,119.89
0.95,Maize,Rainfed,Loam,West,28.34,30,30.09
0.92,Paddy,Borewell,Sandy,North,36.17,50,41.51
3.17,Cotton,Borewell,Loam,East,144.98,40,131.13
4.92,Cotton,Rainfed,Clay,East,143.96,40,212.66
4.16,Paddy,Rainfed,Clay,South,178.28,50,227.7
1.8,Cotton,Rainfed,Clay,North,82.41,40,77.48
3.91,Cotton,Rainfed,Sandy,West,153.54,40,144.51
2.89,Paddy,Borewell,Loam,East,126.93,50,152.95
3.91,Paddy,Rainfed,Loam,West,225.86,50,176.53
4.14,Cotton,Borewell,Loam,East,193.62,40,175.18
1.09,Cotton,Borewell,Loam,East,32.29,40,39.42
3.33,Maize,Borewell,Sandy,West,101.38,30,109.63
2.29,Maize,Rainfed,Loam,East,59.49,30,70.41
4.22,Paddy,Rainfed,Sandy,West,246.53,50,223.79
2.42,Maize,Rainfed,Clay,East,73.87,30,77.77
2.71,Paddy,Rainfed,Loam,West,109.53,50,126.55
0.5,Maize,Borewell,Clay,East,15.89,30,13.83
1.6,Cotton,Borewell,Sandy,East,54.33,40,64.77
2.29,Cotton,Borewell,Sandy,South,95.02,40,83.46
1.06,Paddy,Rainfed,Clay,West,50.33,50,51.27
1.83,Paddy,Borewell,Sandy,North,67.12,50,98.74
3.61,Cotton,Borewell,Loam,South,109.86,40,131.84
4.89,Cotton,Borewell,Sandy,East,203.54,40,192.37
3.66,Maize,Borewell,Loam,East,118.38,30,115.95
2.65,Cotton,Rainfed,Sandy,West,96.98,40,95.63
4.67,Paddy,Rainfed,Sandy,West,233.89,50,219.64
4.64,Cotton,Borewell,Clay,West,214.83,40,203.76
4.43,Paddy,Borewell,Sandy,North,265.55,50,210.19
4.29,Cotton,Borewell,Loam,South,190.74,40,162.37
0.94,Paddy,Rainfed,Clay,West,55.92,50,45.08
4.42,Maize,Borewell,Sandy,North,93.09,30,119.9
2.6,Paddy,Borewell,Clay,North,106.52,50,134.94
3.05,Maize,Borewell,Clay,South,67.59,30,85.33
2.25,Cotton,Borewell,Clay,East,71.35,40,95.26
2.37,Maize,Borewell,Loam,East,53.09,30,70.88
0.91,Cotton,Rainfed,Clay,East,27.83,40,34.5
4.37,Maize,Rainfed,Loam,South,152.38,30,139.65
2.0,Maize,Rainfed,Sandy,West,50.17,30,60.59
3.75,Cotton,Borewell,Sandy,West,179.5,40,138.95
0.72,Paddy,Rainfed,Loam,East,37.7,50,38.39
4.31,Paddy,Rainfed,Sandy,West,223.95,50,235.07
2.8,Maize,Borewell,Loam,East,97.18,30,91.86
4.31,Cotton,Rainfed,Clay,West,147.38,40,161.93
2.97,Paddy,Rainfed,Clay,West,137.59,50,159.72
0.95,Maize,Borewell,Clay,South,23.62,30,29.94
0.93,Cotton,Borewell,Loam,West,32.01,40,36.36
3.3,Cotton,Rainfed,Clay,West,102.84,40,141.52
2.51,Paddy,Rainfed,Loam,West,145.39,50,124.69
1.74,Paddy,Rainfed,Clay,North,67.07,50,78.37
2.89,Cotton,Borewell,Sandy,North,87.11,40,113.1
3.15,Cotton,Rainfed,Clay,South,105.57,40,117.82
3.99,Maize,Rainfed,Sandy,West,140.46,30,110.13
1.2,Cotton,Borewell,Loam,North,56.64,40,43.56
4.9,Cotton,Rainfed,Clay,West,137.66,40,210.65
1.88,Maize,Borewell,Clay,East,65.95,30,54.34
3.44,Cotton,Rainfed,Loam,North,101.83,40,130.51
3.98,Cotton,Borewell,Clay,South,153.52,40,172.83
2.43,Maize,Rainfed,Clay,North,82.73,30,72.16
4.91,Maize,Borewell,Loam,North,173.8,30,142.27
4.49,Maize,Borewell,Clay,East,151.38,30,126.91
3.31,Cotton,Rainfed,Clay,West,97.49,40,141.32
1.29,Cotton,Borewell,Clay,South,37.95,40,50.57
3.1,Paddy,Borewell,Sandy,North,174.76,50,169.7
2.48,Maize,Rainfed,Loam,West,54.33,30,78.11
3.04,Paddy,Rainfed,Sandy,North,140.44,50,146.2
2.76,Maize,Rainfed,Clay,East,71.98,30,87.06
2.95,Maize,Rainfed,Clay,North,100.75,30,89.27
1.57,Paddy,Rainfed,Sandy,East,88.36,50,79.4
1.43,Maize,Rainfed,Sandy,South,43.4,30,41.68
4.3,Paddy,Borewell,Clay,South,199.23,50,224.74
0.93,Paddy,Borewell,Sandy,South,41.76,50,50.99
4.14,Maize,Rainfed,Sandy,East,96.87,30,118.68
1.98,Maize,Borewell,Sandy,South,60.9,30,62.45
3.87,Cotton,Rainfed,Clay,North,147.82,40,164.42
2.47,Paddy,Borewell,Clay,East,94.1,50,125.09
4.79,Paddy,Rainfed,Clay,East,262.61,50,243.27
3.41,Paddy,Borewell,Clay,East,198.68,50,168.06
1.99,Cotton,Borewell,Loam,South,94.61,40,85.39
1.95,Maize,Borewell,Loam,South,54.52,30,57.51
1.17,Paddy,Rainfed,Loam,West,68.97,50,57.38
4.44,Paddy,Borewell,Clay,West,176.42,50,224.13
0.61,Cotton,Borewell,Clay,South,26.4,40,24.79
3.32,Cotton,Borewell,Clay,West,96.39,40,125.13
0.83,Cotton,Borewell,Sandy,South,28.04,40,34.05
3.05,Paddy,Rainfed,Sandy,East,153.43,50,154.0
1.73,Paddy,Rainfed,Loam,North,71.12,50,80.22
4.32,Maize,Borewell,Loam,West,130.67,30,121.47
1.3,Paddy,Borewell,Sandy,East,73.87,50,68.16
3.47,Maize,Rainfed,Sandy,South,94.05,30,99.14
4.91,Cotton,Borewell,Loam,West,215.77,40,188.61
4.31,Cotton,Borewell,Clay,East,186.1,40,165.4
2.42,Maize,Borewell,Loam,North,57.57,30,66.95
3.75,Maize,Borewell,Sandy,North,93.8,30,119.7
4.98,Cotton,Borewell,Sandy,North,147.07,40,198.13
4.11,Maize,Rainfed,Loam,East,134.95,30,129.71
2.07,Maize,Rainfed,Loam,East,57.56,30,63.28
4.88,Maize,Rainfed,Sandy,West,126.46,30,158.79
1.71,Maize,Borewell,Loam,East,61.28,30,53.05
2.59,Paddy,Rainfed,Loam,North,130.37,50,123.61
1.73,Maize,Rainfed,Loam,East,39.28,30,47.89
2.06,Cotton,Borewell,Loam,East,89.11,40,84.18
0.96,Paddy,Borewell,Loam,East,54.05,50,48.97
4.82,Paddy,Rainfed,Sandy,West,249.46,50,225.34
2.63,Maize,Rainfed,Sandy,West,80.81,30,71.46
0.57,Cotton,Borewell,Sandy,South,17.44,40,21.67
2.43,Cotton,Rainfed,Clay,East,91.73,40,90.16
3.53,Cotton,Rainfed,Clay,West,140.93,40,135.4
0.56,Cotton,Borewell,Clay,East,16.55,40,21.91
1.19,Cotton,Borewell,Clay,East,42.29,40,48.82
2.96,Paddy,Rainfed,Loam,South,120.71,50,143.38
3.26,Maize,Rainfed,Sandy,East,110.56,30,102.75
2.99,Cotton,Rainfed,Sandy,East,105.39,40,116.37
4.46,Paddy,Rainfed,Sandy,North,160.48,50,244.76
3.49,Maize,Borewell,Loam,West,108.95,30,95.03
3.22,Paddy,Borewell,Clay,East,151.72,50,148.31
1.75,Maize,Rainfed,Sandy,East,60.12,30,53.02
2.36,Cotton,Rainfed,Clay,East,69.51,40,98.44
3.66,Paddy,Rainfed,Sandy,West,184.28,50,183.38
2.45,Cotton,Borewell,Loam,West,97.67,40,92.77
4.74,Maize,Rainfed,Clay,South,141.4,30,136.83
2.52,Paddy,Borewell,Loam,North,138.96,50,117.47
1.82,Paddy,Borewell,Loam,North,94.62,50,87.64
4.07,Cotton,Rainfed,Clay,North,124.58,40,171.35
0.81,Cotton,Rainfed,Clay,North,22.88,40,34.98
3.12,Cotton,Borewell,Clay,North,109.31,40,118.13
3.28,Maize,Rainfed,Loam,West,93.92,30,108.07
4.92,Paddy,Borewell,Clay,East,250.31,50,243.19
2.71,Cotton,Rainfed,Clay,South,112.87,40,99.76
1.98,Paddy,Rainfed,Clay,South,73.03,50,90.55
1.38,Maize,Borewell,Sandy,North,39.02,30,43.76
2.68,Paddy,Borewell,Sandy,East,116.28,50,122.81
2.98,Maize,Borewell,Clay,South,74.71,30,91.46
4.9,Maize,Borewell,Clay,West,111.08,30,138.54
2.63,Cotton,Borewell,Clay,South,124.59,40,110.92
4.54,Maize,Borewell,Clay,South,118.07,30,149.6
0.96,Cotton,Rainfed,Loam,West,27.9,40,41.13
4.67,Maize,Borewell,Clay,North,104.42,30,129.27
0.65,Paddy,Rainfed,Sandy,West,24.45,50,30.61
4.87,Maize,Borewell,Sandy,West,151.06,30,154.24
3.99,Cotton,Rainfed,Clay,East,154.42,40,169.1
3.18,Paddy,Rainfed,Loam,East,136.31,50,160.94
2.9,Maize,Borewell,Loam,West,96.72,30,95.38
2.35,Maize,Borewell,Loam,South,76.26,30,64.86
4.0,Cotton,Borewell,Sandy,West,141.71,40,145.26
2.13,Paddy,Rainfed,Clay,South,107.07,50,98.39
4.66,Maize,Rainfed,Loam,East,103.29,30,151.82
3.68,Paddy,Rainfed,Clay,West,159.13,50,179.98
3.83,Cotton,Rainfed,Clay,South,153.31,40,158.46
2.25,Cotton,Borewell,Loam,North,84.95,40,98.82
1.46,Maize,Rainfed,Loam,West,39.81,30,41.98
3.94,Paddy,Rainfed,Loam,West,213.16,50,188.82
0.87,Maize,Borewell,Loam,East,18.42,30,25.72
2.35,Maize,Borewell,Loam,East,84.19,30,70.07
1.65,Maize,Rainfed,Clay,South,56.71,30,49.41
3.2,Paddy,Borewell,Clay,West,119.65,50,156.25
4.75,Maize,Borewell,Clay,North,141.75,30,138.07
3.32,Cotton,Borewell,Clay,North,153.41,40,126.8
2.77,Maize,Borewell,Sandy,East,98.0,30,77.66
3.74,Maize,Borewell,Loam,South,113.01,30,116.23
2.08,Maize,Rainfed,Clay,South,53.47,30,64.7
1.47,Maize,Rainfed,Clay,North,40.12,30,41.35
0.54,Paddy,Borewell,Sandy,North,32.0,50,26.63
4.86,Cotton,Borewell,Loam,West,149.72,40,197.8
1.4,Maize,Borewell,Clay,North,45.99,30,44.38
1.01,Paddy,Borewell,Clay,North,58.38,50,47.42
3.26,Maize,Borewell,Sandy,North,116.66,30,105.28
4.8,Maize,Rainfed,Sandy,South,125.47,30,132.64
1.35,Paddy,Borewell,Clay,North,64.14,50,71.46
1.18,Maize,Borewell,Loam,North,36.46,30,34.15
2.04,Cotton,Borewell,Loam,South,84.13,40,81.06
4.15,Paddy,Borewell,Loam,South,161.43,50,219.53
0.79,Paddy,Borewell,Sandy,East,31.48,50,40.73
4.35,Cotton,Rainfed,Loam,South,143.78,40,167.99
2.92,Maize,Borewell,Sandy,North,70.59,30,93.05
3.98,Cotton,Borewell,Clay,North,123.01,40,158.05
3.99,Paddy,Rainfed,Clay,North,173.3,50,204.81
0.73,Maize,Rainfed,Sandy,West,22.0,30,20.38
4.24,Cotton,Rainfed,Sandy,West,148.86,40,162.19
4.28,Cotton,Rainfed,Sandy,East,124.13,40,167.66
2.17,Cotton,Rainfed,Loam,West,73.12,40,93.95
3.88,Paddy,Rainfed,Clay,North,142.0,50,202.33
2.87,Paddy,Borewell,Sandy,East,165.09,50,138.13
3.08,Maize,Borewell,Sandy,West,87.81,30,92.21
2.55,Maize,Rainfed,Loam,East,61.42,30,80.41
2.53,Paddy,Rainfed,Loam,South,149.18,50,120.45
3.57,Paddy,Borewell,Loam,South,208.91,50,184.34
4.42,Maize,Borewell,Sandy,East,147.68,30,128.89
3.2,Maize,Borewell,Clay,North,74.7,30,96.68
1.54,Paddy,Rainfed,Loam,West,82.53,50,77.43
2.35,Maize,Rainfed,Sandy,West,58.83,30,77.53
0.82,Maize,Borewell,Loam,South,17.76,30,23.21
4.87,Maize,Borewell,Clay,South,173.8,30,150.63
4.46,Cotton,Borewell,Loam,East,143.97,40,195.24
1.14,Paddy,Rainfed,Loam,West,42.78,50,52.58
3.08,Cotton,Rainfed,Clay,East,134.35,40,119.91
4.9,Maize,Rainfed,Clay,West,134.83,30,136.72
2.6,Paddy,Rainfed,Loam,South,135.14,50,138.64
2.56,Maize,Borewell,Clay,North,76.55,30,73.23
3.41,Paddy,Rainfed,Clay,North,203.4,50,155.12
4.49,Cotton,Borewell,Sandy,East,176.21,40,170.7
4.8,Paddy,Rainfed,Loam,East,226.0,50,231.92
1.32,Cotton,Rainfed,Loam,East,43.41,40,56.31
3.26,Maize,Rainfed,Clay,North,113.12,30,92.56
1.05,Maize,Rainfed,Loam,North,22.15,30,31.55
4.99,Cotton,Borewell,Clay,West,209.08,40,191.95
4.45,Maize,Rainfed,Sandy,East,145.63,30,120.56
4.18,Paddy,Borewell,Clay,North,177.71,50,194.36
1.52,Cotton,Rainfed,Loam,West,56.8,40,59.89
1.8,Paddy,Borewell,Clay,East,70.75,50,94.72
4.96,Paddy,Borewell,Clay,West,270.05,50,237.88
1.6,Cotton,Borewell,Loam,South,51.77,40,59.35
2.98,Maize,Rainfed,Clay,North,89.64,30,93.07
3.56,Paddy,Borewell,Clay,East,150.62,50,171.96
3.57,Cotton,Rainfed,Clay,South,124.91,40,134.59
2.18,Maize,Borewell,Sandy,West,54.68,30,60.02
4.24,Paddy,Borewell,Sandy,West,238.83,50,200.12
0.79,Maize,Rainfed,Loam,East,25.35,30,22.33
2.27,Cotton,Rainfed,Sandy,East,66.47,40,85.83
4.07,Cotton,Borewell,Sandy,East,179.44,40,153.26
2.01,Cotton,Borewell,Clay,North,61.68,40,73.55
4.96,Maize,Rainfed,Loam,East,152.94,30,150.05
3.94,Cotton,Rainfed,Loam,West,176.52,40,167.27
0.57,Paddy,Rainfed,Loam,North,22.61,50,29.38
2.19,Paddy,Borewell,Clay,South,130.44,50,113.12
4.8,Maize,Borewell,Clay,East,115.3,30,154.48
1.95,Maize,Rainfed,Loam,East,69.89,30,54.49
2.82,Maize,Borewell,Clay,South,92.76,30,83.46
2.61,Cotton,Rainfed,Sandy,North,124.57,40,102.84
3.22,Maize,Borewell,Loam,West,70.25,30,103.21
3.42,Maize,Borewell,Loam,West,92.55,30,92.67
3.16,Paddy,Rainfed,Loam,North,111.6,50,142.24
3.27,Maize,Borewell,Loam,West,77.94,30,92.05
3.44,Maize,Borewell,Loam,West,75.01,30,99.35
1.17,Paddy,Rainfed,Clay,South,57.92,50,60.39
3.75,Maize,Borewell,Sandy,East,93.11,30,103.26
0.85,Cotton,Rainfed,Clay,North,31.04,40,37.03
1.48,Paddy,Borewell,Sandy,North,61.3,50,68.09
3.23,Paddy,Rainfed,Loam,North,167.95,50,166.12
4.38,Cotton,Borewell,Clay,North,165.25,40,162.39
1.8,Maize,Borewell,Clay,South,55.69,30,55.22
2.89,Maize,Rainfed,Sandy,East,90.3,30,89.08
4.47,Cotton,Borewell,Clay,South,177.55,40,188.76
1.62,Maize,Rainfed,Clay,North,50.5,30,52.51
2.24,Cotton,Borewell,Clay,North,97.62,40,93.63
0.77,Paddy,Borewell,Loam,West,38.14,50,35.65
4.85,Paddy,Rainfed,Sandy,East,268.13,50,223.57
1.05,Cotton,Borewell,Sandy,East,41.88,40,40.7
0.66,Paddy,Borewell,Loam,East,32.04,50,32.26
0.95,Paddy,Borewell,Loam,South,52.3,50,51.44
3.9,Cotton,Rainfed,Clay,West,173.35,40,147.15
1.69,Maize,Borewell,Sandy,West,40.78,30,53.39
4.77,Maize,Rainfed,Sandy,East,151.46,30,154.02
3.37,Maize,Rainfed,Loam,South,90.37,30,99.6
0.84,Maize,Rainfed,Clay,South,18.04,30,26.19
2.47,Maize,Borewell,Sandy,South,72.33,30,74.95
1.75,Paddy,Borewell,Clay,North,82.07,50,86.99
2.25,Paddy,Borewell,Loam,South,124.91,50,111.4
3.22,Paddy,Borewell,Loam,East,184.79,50,172.79
4.51,Cotton,Rainfed,Sandy,South,150.63,40,163.62
1.67,Cotton,Rainfed,Loam,West,56.07,40,72.27
3.42,Paddy,Rainfed,Sandy,South,126.69,50,158.53
1.2,Maize,Borewell,Loam,South,36.55,30,37.69
4.37,Maize,Borewell,Loam,North,153.43,30,123.28
1.89,Paddy,Borewell,Loam,West,77.51,50,91.83
4.62,Paddy,Rainfed,Loam,West,228.13,50,242.0
2.71,Cotton,Rainfed,Loam,South,77.44,40,98.95
2.92,Maize,Rainfed,Sandy,East,92.8,30,82.61
3.75,Cotton,Borewell,Clay,South,165.8,40,147.36
3.86,Maize,Rainfed,Clay,West,104.45,30,119.93
3.94,Maize,Borewell,Clay,South,141.36,30,114.55
2.35,Paddy,Rainfed,Loam,South,91.98,50,110.55
3.62,Cotton,Borewell,Loam,North,167.75,40,141.75
1.31,Paddy,Rainfed,Sandy,East,55.19,50,64.91
1.81,Cotton,Rainfed,Loam,North,59.14,40,75.82
0.54,Paddy,Rainfed,Sandy,South,26.18,50,28.59
1.7,Paddy,Borewell,Loam,East,85.14,50,87.87
3.45,Cotton,Rainfed,Sandy,South,127.36,40,133.77
4.26,Maize,Borewell,Loam,East,137.92,30,123.23
0.96,Cotton,Rainfed,Clay,East,28.26,40,35.28
3.12,Maize,Borewell,Loam,North,67.94,30,90.55
3.89,Maize,Rainfed,Loam,South,98.87,30,122.85
3.85,Maize,Borewell,Loam,East,95.05,30,120.79
3.86,Maize,Borewell,Clay,East,104.07,30,109.09
2.85,Maize,Rainfed,Clay,South,99.24,30,87.89
1.28,Paddy,Borewell,Loam,South,66.65,50,63.07
3.16,Maize,Borewell,Loam,North,101.15,30,95.08
4.16,Paddy,Rainfed,Sandy,West,220.7,50,212.79
1.18,Paddy,Rainfed,Sandy,North,65.96,50,64.14
1.12,Maize,Borewell,Sandy,East,31.72,30,31.98
3.9,Paddy,Borewell,Loam,East,206.86,50,180.99
4.45,Paddy,Borewell,Clay,West,175.88,50,235.73
2.56,Paddy,Rainfed,Sandy,South,110.61,50,119.25
1.25,Maize,Borewell,Clay,South,38.66,30,37.88
1.05,Cotton,Rainfed,Clay,East,31.77,40,38.41
3.85,Cotton,Rainfed,Loam,South,162.61,40,140.4
3.02,Maize,Borewell,Sandy,South,67.26,30,97.92
4.58,Maize,Borewell,Loam,East,144.15,30,149.11
4.15,Cotton,Borewell,Clay,South,184.97,40,168.31
1.88,Paddy,Borewell,Clay,North,76.04,50,90.75
3.33,Maize,Borewell,Clay,West,78.55,30,95.08
2.61,Maize,Borewell,Sandy,West,63.93,30,79.69
4.65,Cotton,Borewell,Loam,East,199.77,40,192.19
3.12,Paddy,Rainfed,Clay,East,147.26,50,146.22
4.53,Paddy,Rainfed,Clay,East,186.7,50,207.99
3.88,Cotton,Borewell,Sandy,North,122.27,40,151.22
0.63,Paddy,Borewell,Clay,East,24.21,50,29.44
0.74,Paddy,Borewell,Loam,East,38.05,50,39.49
2.18,Paddy,Rainfed,Loam,West,123.96,50,102.75
1.96,Paddy,Rainfed,Clay,South,75.99,50,100.36
2.39,Paddy,Rainfed,Sandy,North,120.29,50,125.75
2.96,Cotton,Borewell,Sandy,West,120.04,40,128.71
1.85,Cotton,Rainfed,Loam,East,65.09,40,77.22
3.25,Cotton,Rainfed,Clay,North,102.6,40,126.78
2.61,Paddy,Rainfed,Clay,North,118.72,50,122.1
4.66,Cotton,Rainfed,Clay,East,201.53,40,185.7
3.56,Cotton,Rainfed,Loam,North,163.57,40,132.04
1.63,Maize,Rainfed,Clay,South,47.5,30,51.82
0.66,Paddy,Borewell,Sandy,South,39.34,50,32.7
2.12,Maize,Rainfed,Sandy,East,53.83,30,59.46
4.06,Paddy,Borewell,Sandy,East,239.07,50,199.49
4.79,Paddy,Rainfed,Sandy,West,266.3,50,238.59
3.53,Maize,Borewell,Clay,North,97.16,30,107.14
0.76,Maize,Borewell,Sandy,East,23.9,30,20.76
4.18,Maize,Borewell,Loam,East,139.5,30,118.81
1.96,Maize,Borewell,Sandy,East,55.31,30,59.94
1.79,Paddy,Rainfed,Loam,East,89.16,50,85.88
0.75,Maize,Borewell,Clay,East,15.78,30,20.71
4.07,Maize,Borewell,Sandy,North,144.17,30,120.32
2.81,Paddy,Borewell,Loam,North,108.67,50,141.93
1.15,Paddy,Rainfed,Loam,East,57.82,50,62.48
1.38,Paddy,Borewell,Sandy,South,74.68,50,62.42
2.19,Cotton,Borewell,Clay,North,66.17,40,85.02
1.28,Maize,Rainfed,Sandy,North,34.05,30,37.77
1.85,Cotton,Rainfed,Sandy,East,76.1,40,80.2
2.3,Paddy,Rainfed,Clay,East,91.56,50,109.73
4.34,Maize,Borewell,Sandy,East,128.35,30,129.03
1.17,Maize,Borewell,Clay,North,32.46,30,33.55
4.74,Paddy,Borewell,Clay,West,270.66,50,217.28
2.82,Paddy,Rainfed,Loam,West,114.57,50,138.48
4.45,Cotton,Borewell,Loam,South,171.55,40,172.1
1.44,Cotton,Borewell,Clay,East,63.37,40,59.03
2.61,Paddy,Borewell,Sandy,North,105.54,50,126.17
4.82,Cotton,Borewell,Loam,South,185.1,40,188.97
2.85,Cotton,Borewell,Clay,South,124.2,40,110.35
1.3,Maize,Borewell,Sandy,East,38.71,30,40.29
3.71,Cotton,Borewell,Loam,South,169.32,40,144.58
0.84,Paddy,Rainfed,Clay,West,49.53,50,41.45
3.3,Paddy,Rainfed,Loam,South,170.47,50,166.53
1.42,Maize,Rainfed,Sandy,East,45.9,30,45.19
2.99,Maize,Borewell,Sandy,North,84.7,30,82.77
0.88,Cotton,Rainfed,Loam,West,30.62,40,33.87
4.79,Paddy,Borewell,Loam,South,261.49,50,247.16
2.83,Cotton,Rainfed,Sandy,South,88.71,40,124.03
2.19,Cotton,Borewell,Sandy,North,66.0,40,87.49
4.43,Cotton,Borewell,Clay,North,202.65,40,159.87
4.49,Paddy,Borewell,Sandy,North,187.62,50,203.8
4.32,Cotton,Borewell,Sandy,West,195.6,40,176.13
3.08,Paddy,Borewell,Loam,North,170.41,50,162.82
4.51,Cotton,Borewell,Sandy,South,176.14,40,197.27
4.98,Cotton,Borewell,Sandy,North,151.05,40,213.13
2.75,Maize,Borewell,Loam,South,73.74,30,84.37
0.75,Maize,Borewell,Clay,North,21.45,30,24.17
1.46,Maize,Rainfed,Loam,West,40.0,30,47.65
2.43,Cotton,Rainfed,Loam,South,85.46,40,96.04
2.84,Cotton,Borewell,Clay,West,115.42,40,120.43
2.53,Maize,Borewell,Sandy,South,84.15,30,76.41
2.02,Maize,Rainfed,Loam,West,62.36,30,63.24
3.01,Paddy,Rainfed,Clay,West,109.61,50,140.56
1.78,Maize,Borewell,Clay,North,44.93,30,55.25
0.58,Cotton,Rainfed,Sandy,East,25.01,40,22.11
1.9,Paddy,Rainfed,Clay,East,91.58,50,89.6
4.48,Paddy,Rainfed,Loam,South,166.36,50,221.51
4.32,Maize,Borewell,Loam,North,130.63,30,124.22
2.39,Cotton,Rainfed,Loam,East,100.7,40,104.65
4.52,Cotton,Borewell,Loam,South,157.52,40,198.81
0.52,Cotton,Rainfed,Loam,West,14.85,40,22.15
1.4,Maize,Borewell,Loam,South,30.68,30,39.79
2.42,Maize,Borewell,Clay,South,77.34,30,74.41
1.57,Cotton,Rainfed,Loam,South,59.76,40,68.15
4.17,Cotton,Borewell,Clay,East,143.71,40,182.89
3.69,Cotton,Rainfed,Sandy,East,107.93,40,133.88
1.26,Cotton,Borewell,Loam,East,53.62,40,47.21
2.8,Cotton,Rainfed,Clay,North,83.62,40,121.43
2.05,Cotton,Borewell,Clay,East,94.63,40,89.3
0.53,Maize,Borewell,Sandy,South,14.82,30,14.39
4.59,Cotton,Rainfed,Sandy,North,176.11,40,167.99
1.0,Paddy,Borewell,Loam,West,44.59,50,54.4
3.62,Cotton,Rainfed,Clay,West,164.18,40,140.93
0.69,Paddy,Borewell,Clay,East,40.96,50,31.17
4.76,Cotton,Rainfed,Loam,East,168.38,40,171.74
3.6,Cotton,Borewell,Sandy,West,171.4,40,157.41
1.22,Cotton,Rainfed,Clay,West,38.58,40,49.44
3.37,Maize,Borewell,Clay,East,108.15,30,94.65
4.82,Paddy,Rainfed,Loam,West,245.67,50,257.73
2.93,Paddy,Rainfed,Loam,South,132.9,50,160.48
3.12,Maize,Borewell,Sandy,North,106.09,30,102.09
3.54,Paddy,Borewell,Clay,West,172.48,50,159.42
0.68,Paddy,Borewell,Loam,West,27.21,50,31.86
1.65,Cotton,Borewell,Clay,West,56.26,40,64.15
2.39,Cotton,Borewell,Clay,South,71.65,40,86.85
3.53,Paddy,Rainfed,Clay,North,170.97,50,174.53
3.35,Maize,Borewell,Sandy,West,111.94,30,99.05
3.39,Paddy,Rainfed,Sandy,West,199.47,50,181.01
2.42,Paddy,Borewell,Loam,South,123.71,50,113.19
